MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss
 
stn;time;gre000d0;hto000d0;nto000d0;prestad0;rre150d0;sre000d0;tre200d0;tre200dn;tre200dx;ure200d0
SAM;20200119;78;24;46;835.6;0.0;226;-14.6;-22.0;-5.5;75.2
SAM;20200120;96;24;4;843.9;0.0;391;-17.4;-24.0;-8.8;73.4
SAM;20200121;99;23;8;844.6;0.0;379;-12.2;-23.1;-0.9;69.5
SAM;20200122;99;23;8;840.2;0.0;407;-8.5;-15.4;2.8;72.6
SAM;20200123;101;23;0;837.0;0.0;409;-9.2;-17.7;1.0;71.9
SAM;20200124;80;22;38;833.0;0.0;256;-6.8;-16.5;2.4;67.5
SAM;20200125;85;21;63;830.0;0.0;333;-5.0;-9.9;1.5;74.2
SAM;20200126;84;21;46;827.9;0.0;210;-6.2;-11.8;2.4;78.3
SAM;20200127;91;21;46;825.2;0.3;280;-5.7;-15.3;1.8;75.3
SAM;20200128;39;22;92;816.5;3.5;0;-1.9;-4.8;0.4;76.2
SAM;20200129;42;24;96;820.8;0.6;0;-3.9;-5.6;-1.1;81.9
SAM;20200130;104;27;58;827.4;0.0;354;-6.7;-16.5;2.7;77.8
SAM;20200131;95;24;42;828.2;0.0;241;-1.6;-9.5;8.7;79.8
SAM;20200201;101;22;42;827.1;0.0;304;-2.7;-11.5;3.6;87.2
SAM;20200202;73;20;83;828.8;0.1;46;-0.2;-8.8;7.1;79.1
SAM;20200203;95;19;71;828.3;1.4;106;6.6;1.1;9.1;57.1
SAM;20200204;35;19;96;820.4;6.5;0;-2.6;-6.7;6.2;75.4
SAM;20200205;74;46;96;831.8;0.1;18;-7.6;-18.0;-5.0;67.8
SAM;20200206;117;46;0;835.7;0.0;421;-13.2;-20.6;-3.3;76.1
SAM;20200207;126;44;4;833.6;0.0;428;-10.1;-20.6;2.2;77.3
SAM;20200208;115;41;42;833.8;0.0;401;-7.8;-16.9;3.3;72.3
SAM;20200209;125;39;21;833.3;0.0;417;-5.6;-17.6;1.6;71.7
SAM;20200210;101;38;71;822.6;0.0;203;2.0;-1.4;6.4;64.1
SAM;20200211;122;36;63;821.1;0.0;314;0.5;-4.0;4.0;55.0
SAM;20200212;138;35;42;827.0;0.0;378;-4.3;-12.9;-0.7;48.1
SAM;20200213;119;34;42;825.4;2.9;305;-6.7;-15.9;1.0;65.7
SAM;20200214;111;43;50;829.2;0.0;299;-3.3;-14.4;2.3;67.8
SAM;20200215;140;41;42;834.9;0.0;433;-6.6;-15.6;5.4;67.8
SAM;20200216;112;39;75;834.7;0.0;194;-2.7;-14.0;6.2;61.9
SAM;20200217;124;37;75;831.3;0.0;236;1.4;-2.7;4.2;73.3
SAM;20200218;150;34;13;833.0;0.0;455;-2.7;-11.7;2.1;60.6
SAM;20200219;95;31;83;829.6;0.0;89;-6.6;-14.0;-0.1;69.0
SAM;20200220;122;29;63;831.1;0.0;233;-5.2;-12.0;3.6;68.5
SAM;20200221;152;27;8;833.8;0.0;451;-2.7;-11.8;3.0;59.5
SAM;20200222;158;26;29;838.1;0.0;469;-1.9;-10.1;9.1;67.2
SAM;20200223;84;25;67;835.3;0.0;82;3.7;-6.4;10.9;61.8
SAM;20200224;145;19;29;830.7;0.0;386;4.6;-5.0;11.3;56.7
SAM;20200225;85;17;83;818.8;0.8;0;-1.0;-9.4;2.7;80.9
SAM;20200226;130;19;92;812.4;0.3;262;-4.4;-9.0;0.3;62.7
SAM;20200227;90;19;79;816.0;0.2;112;-6.6;-11.8;-2.5;69.6
SAM;20200228;178;21;33;824.7;0.0;480;-5.4;-8.1;-1.8;51.9
SAM;20200229;99;20;96;821.7;2.8;0;-2.7;-6.9;0.6;61.9
SAM;20200301;161;20;58;814.2;0.3;280;0.5;-4.1;4.2;77.9
SAM;20200302;49;20;88;808.0;11.6;0;-3.2;-10.7;0.6;91.3
SAM;20200303;114;45;92;812.5;0.0;0;-4.0;-10.9;-0.8;77.0
SAM;20200304;187;39;50;820.9;0.0;436;-7.1;-15.8;-1.5;71.7
SAM;20200305;75;36;96;815.5;1.7;0;-3.8;-8.0;-1.3;81.6
SAM;20200306;136;39;92;811.6;0.1;126;-2.8;-9.4;2.2;74.6
SAM;20200307;156;37;79;824.1;0.1;132;-4.8;-13.1;-0.9;71.9
SAM;20200308;193;34;17;827.5;0.0;447;-6.9;-19.9;3.3;64.9
SAM;20200309;104;32;96;823.9;2.2;0;-4.2;-9.4;0.5;72.3
SAM;20200310;67;32;100;827.5;9.6;0;-4.7;-17.0;1.4;87.8
SAM;20200311;195;39;29;830.5;0.0;469;2.0;-5.1;10.0;76.5
SAM;20200312;204;32;17;828.5;0.0;518;1.1;-10.8;10.1;74.8
SAM;20200313;204;28;33;826.8;0.1;482;1.4;-8.5;6.6;69.1
SAM;20200314;105;27;96;827.4;0.4;28;-2.7;-8.4;2.3;76.3
SAM;20200315;213;27;8;830.4;0.0;520;-4.5;-12.6;1.8;74.8
SAM;20200316;218;25;0;833.5;0.0;524;-2.4;-12.7;6.9;72.4
SAM;20200317;216;23;0;838.2;0.0;525;-0.6;-8.8;10.3;66.8
SAM;20200318;219;22;0;837.4;0.0;528;0.3;-7.4;9.6;73.2
SAM;20200319;222;20;0;835.0;0.0;529;0.4;-6.9;8.9;72.3
SAM;20200320;213;19;50;831.4;0.0;401;0.1;-8.8;7.3;77.6
SAM;20200321;222;17;38;826.2;0.0;463;1.1;-5.8;8.0;71.1
SAM;20200322;220;16;71;827.4;0.0;462;0.9;-4.7;5.6;71.2
SAM;20200323;240;16;17;829.7;0.0;540;-3.5;-9.0;3.4;60.3
SAM;20200324;237;15;13;828.8;0.0;538;-6.0;-13.8;0.1;51.2
SAM;20200325;238;15;63;823.8;0.0;443;-6.8;-14.1;-1.4;71.5
SAM;20200326;194;15;67;821.3;0.0;228;-3.2;-12.5;3.6;69.0
SAM;20200327;192;15;67;824.3;0.0;249;-0.1;-7.6;6.0;74.2
SAM;20200328;201;15;38;825.5;0.0;305;2.5;-3.6;8.1;67.4
SAM;20200329;144;14;92;823.8;0.2;55;1.7;-1.5;5.3;67.9
SAM;20200330;152;14;88;824.1;0.0;28;-1.8;-6.2;1.0;76.5
SAM;20200331;263;14;25;826.9;0.0;556;-5.4;-12.4;-0.4;59.1
SAM;20200401;264;12;0;825.2;0.0;559;-4.8;-13.7;5.7;62.8
SAM;20200402;264;9;0;821.9;0.0;561;-2.9;-11.7;5.0;64.7
SAM;20200403;264;7;29;824.3;0.0;555;-0.6;-5.7;5.3;61.1
SAM;20200404;266;5;0;830.4;0.0;564;-0.9;-9.0;8.4;61.6
SAM;20200405;269;4;0;833.2;0.0;566;0.4;-8.1;8.8;62.9
SAM;20200406;268;3;0;836.1;0.0;568;1.5;-5.4;8.8;65.8
SAM;20200407;272;2;0;838.5;0.0;569;2.4;-5.2;11.6;61.1
SAM;20200408;271;2;0;836.4;0.0;571;3.1;-4.2;11.9;62.3
SAM;20200409;273;1;13;834.4;0.0;573;3.5;-4.0;12.5;62.6
SAM;20200410;276;1;0;834.7;0.0;574;3.9;-3.6;13.6;60.6
SAM;20200411;277;1;4;834.1;0.0;576;4.4;-3.6;14.0;60.0
SAM;20200412;266;1;42;831.2;0.0;514;4.7;-3.7;13.1;56.7
SAM;20200413;270;1;54;826.5;0.3;568;4.9;-3.4;12.3;52.0
SAM;20200414;291;0;4;826.7;0.0;582;2.4;-4.9;7.4;48.8
SAM;20200415;290;0;17;832.3;0.0;584;3.0;-9.0;14.9;54.0
SAM;20200416;250;0;67;831.9;0.0;450;4.6;-4.8;14.9;57.5
SAM;20200417;269;0;42;830.0;0.0;524;5.9;-3.7;15.9;59.0
SAM;20200418;278;0;46;829.3;0.0;590;7.2;-2.6;16.9;60.1
SAM;20200419;232;0;58;826.6;0.4;356;7.9;-1.4;16.2;69.5
SAM;20200420;96;0;100;824.3;0.0;12;7.6;5.6;11.0;82.5
SAM;20200421;182;0;92;824.3;0.0;151;6.6;3.9;11.1;80.8
SAM;20200422;304;0;33;827.9;0.0;596;6.3;-0.2;12.6;65.4
SAM;20200423;308;0;21;829.5;0.0;593;5.8;-4.5;15.7;64.4
SAM;20200424;290;0;42;827.3;0.0;525;5.8;-2.5;14.1;61.3
SAM;20200425;153;0;83;823.5;0.0;109;6.4;-2.2;12.6;64.2
SAM;20200426;216;0;58;822.8;1.5;272;7.5;2.5;13.8;68.6
SAM;20200427;173;0;71;824.1;0.1;233;6.9;2.5;11.7;78.7
SAM;20200428;177;0;88;821.8;6.9;123;6.3;3.0;12.0;76.4
SAM;20200429;197;0;83;821.6;0.0;121;4.4;-2.2;8.6;70.5
SAM;20200430;75;0;92;821.6;11.3;0;3.1;-1.9;8.3;79.6
SAM;20200501;231;1;92;819.9;-;262;3.8;-0.2;9.2;79.8
SAE;20200101;83;180;-;760.8;0.0;504;2.1;-0.3;4.4;14.7
SAE;20200102;81;178;-;757.7;0.0;504;-2.0;-3.5;-0.3;43.4
SAE;20200103;42;178;-;755.9;16.3;45;-2.7;-6.0;1.5;68.2
SAE;20200104;33;186;-;756.7;14.2;0;-7.1;-10.6;-5.3;98.5
SAE;20200105;87;189;-;758.8;0.0;433;-6.5;-10.7;-1.5;38.4
SAE;20200106;84;189;-;757.8;0.0;511;-0.3;-4.2;2.5;37.7
SAE;20200107;43;189;-;756.1;2.8;0;-6.1;-7.9;-3.8;69.2
SAE;20200108;63;190;-;759.4;0.0;209;0.4;-3.9;3.9;48.1
SAE;20200109;72;189;-;755.1;0.0;420;1.4;-0.9;3.7;49.3
SAE;20200110;48;189;-;752.8;2.7;100;-5.2;-6.7;-1.0;83.2
SAE;20200111;93;190;-;758.0;0.0;520;-3.8;-7.9;1.0;37.3
SAE;20200112;88;190;-;757.1;0.0;453;-0.1;-4.1;3.4;10.5
SAE;20200113;65;200;-;752.2;0.0;306;-1.9;-5.0;-0.2;33.2
SAE;20200114;84;200;-;751.2;0.0;424;0.1;-4.0;2.4;23.5
SAE;20200115;89;195;-;754.0;0.0;497;0.3;-5.0;4.4;48.6
SAE;20200116;90;195;-;757.1;0.0;486;-1.3;-5.6;1.7;60.8
SAE;20200117;54;190;-;752.2;17.3;157;-4.2;-7.6;0.2;77.0
SAE;20200118;48;211;-;751.8;7.7;3;-10.8;-12.9;-7.4;99.0
SAE;20200119;69;215;-;754.9;1.6;78;-13.4;-14.8;-12.1;98.7
SAE;20200120;102;219;-;760.5;0.1;533;-11.1;-15.1;-2.7;52.1
SAE;20200121;93;219;-;763.8;0.0;453;-1.8;-3.9;-0.2;34.0
SAE;20200122;103;217;-;761.2;0.0;537;1.4;-0.8;3.7;22.6
SAE;20200123;105;215;-;757.5;0.0;520;1.4;-1.3;3.2;25.1
SAE;20200124;93;215;-;754.4;0.0;464;-1.8;-3.2;0.1;48.0
SAE;20200125;95;215;-;751.4;0.0;456;-3.7;-5.4;-2.0;70.3
SAE;20200126;77;215;-;749.4;2.4;212;-5.9;-6.7;-4.0;94.8
SAE;20200127;92;217;-;745.4;12.4;349;-5.9;-7.3;-4.1;78.8
SAE;20200128;19;218;-;736.5;69.9;0;-8.6;-11.3;-4.8;99.9
SAE;20200129;25;236;-;741.2;46.0;0;-9.5;-11.2;-7.8;100.0
SAE;20200130;101;250;-;747.3;16.2;404;-5.9;-9.8;-1.2;100.0
SAE;20200131;58;240;-;750.1;6.2;135;-0.8;-1.8;-0.2;97.1
SAE;20200201;74;235;-;748.2;31.4;288;-1.2;-3.3;1.2;90.1
SAE;20200202;27;240;-;749.6;54.8;0;-1.0;-3.3;1.0;99.1
SAE;20200203;10;250;-;749.6;85.6;0;-0.7;-2.2;0.8;94.7
SAE;20200204;22;260;-;743.5;40.3;0;-9.2;-12.4;-0.6;97.3
SAE;20200205;51;285;-;753.7;1.9;15;-12.6;-14.2;-11.1;84.6
SAE;20200206;120;284;-;755.9;0.0;448;-6.1;-11.8;-1.5;30.9
SAE;20200207;126;282;-;755.0;0.0;488;-1.6;-2.8;1.5;33.7
SAE;20200208;110;280;-;754.6;0.0;572;-2.5;-4.4;-1.1;25.1
SAE;20200209;126;278;-;752.0;2.0;478;-2.0;-6.7;1.2;41.9
SAE;20200210;22;270;-;741.6;62.9;0;-2.4;-5.7;1.2;96.0
SAE;20200211;23;288;-;741.8;82.4;0;-7.9;-10.7;-2.8;100.0
SAE;20200212;26;305;-;746.5;13.8;0;-10.5;-11.4;-9.1;100.0
SAE;20200213;67;320;-;743.9;51.3;162;-7.0;-11.3;-3.0;65.0
SAE;20200214;37;330;-;750.2;4.6;0;-7.7;-8.8;-4.0;85.0
SAE;20200215;133;332;-;755.8;0.0;510;0.0;-2.5;1.8;22.0
SAE;20200216;79;330;-;755.3;0.0;106;4.5;1.0;6.9;28.0
SAE;20200217;91;330;-;752.4;25.3;250;-2.5;-7.4;4.2;84.4
SAE;20200218;60;335;-;753.3;1.9;23;-9.4;-10.2;-7.3;100.0
SAE;20200219;41;336;-;749.6;19.4;0;-10.0;-11.0;-8.4;99.3
SAE;20200220;136;348;-;751.0;21.7;326;-6.0;-10.4;-2.2;78.0
SAE;20200221;81;350;-;754.8;0.4;0;-8.1;-11.8;-4.5;71.2
SAE;20200222;157;345;-;759.4;0.4;561;-0.6;-4.9;1.5;39.9
SAE;20200223;33;343;-;756.3;3.5;0;-0.8;-3.2;0.4;86.5
SAE;20200224;94;344;-;752.7;1.4;352;-1.4;-2.6;0.0;88.0
SAE;20200225;94;344;-;740.4;44.8;111;-4.9;-8.4;-1.8;84.1
SAE;20200226;45;351;-;733.8;30.6;0;-12.5;-14.1;-8.4;87.8
SAE;20200227;79;371;-;734.4;59.6;100;-10.7;-14.0;-5.1;89.8
SAE;20200228;65;375;-;745.0;1.1;241;-11.2;-14.3;-3.2;89.0
SAE;20200229;115;375;-;740.7;16.4;191;-3.8;-6.3;-1.1;85.5
SAE;20200301;161;380;-;736.1;12.4;413;-6.4;-9.0;-4.3;92.3
SAE;20200302;52;385;-;729.6;50.6;17;-6.1;-10.4;-3.6;80.3
SAE;20200303;73;405;-;735.2;6.3;65;-10.6;-12.4;-7.3;98.0
SAE;20200304;108;405;-;741.6;2.6;85;-10.5;-12.3;-6.9;91.4
SAE;20200305;57;400;-;734.9;33.5;0;-4.3;-7.9;-1.6;97.4
SAE;20200306;63;420;-;733.3;38.7;0;-8.7;-10.5;-5.8;99.9
SAE;20200307;82;469;-;745.8;3.9;0;-10.9;-11.9;-9.7;96.6
SAE;20200308;180;475;-;748.4;3.1;473;-6.7;-11.7;-3.4;71.2
SAE;20200309;91;478;-;745.7;12.4;0;-8.2;-10.4;-4.6;98.4
SAE;20200310;43;484;-;747.8;36.5;0;-4.5;-10.9;0.5;98.5
SAE;20200311;80;480;-;752.7;4.6;0;-0.6;-1.6;0.6;94.2
SAE;20200312;85;440;-;750.6;8.0;16;-0.3;-2.6;1.0;86.6
SAE;20200313;79;442;-;749.5;5.0;146;-7.4;-9.1;-2.8;95.0
SAE;20200314;134;440;-;749.1;1.5;200;-8.0;-9.7;-6.4;78.1
SAE;20200315;214;440;-;750.2;0.0;696;-2.9;-8.6;0.3;46.4
SAE;20200316;217;438;-;754.5;0.0;686;-0.1;-2.4;2.0;40.8
SAE;20200317;196;437;-;760.6;0.0;493;-0.8;-1.6;0.0;73.4
SAE;20200318;220;436;-;759.8;0.0;702;0.4;-0.9;1.9;72.1
SAE;20200319;226;410;-;757.2;0.0;696;0.5;-0.3;2.0;79.6
SAE;20200320;147;404;-;753.7;4.7;261;-0.8;-2.7;1.1;86.0
SAE;20200321;218;402;-;749.2;0.0;552;-2.5;-4.2;-0.8;89.3
SAE;20200322;220;400;-;750.1;0.0;461;-4.4;-6.6;-2.4;67.8
SAE;20200323;256;400;-;751.7;0.0;708;-7.4;-10.8;-5.8;13.2
SAE;20200324;251;400;-;749.7;0.0;710;-10.4;-12.4;-8.4;43.5
SAE;20200325;230;400;-;744.6;0.0;466;-10.2;-12.1;-7.2;80.5
SAE;20200326;157;400;-;742.9;0.0;358;-7.7;-13.5;-1.9;63.8
SAE;20200327;219;397;-;747.0;0.0;607;-1.1;-2.8;1.3;64.7
SAE;20200328;208;397;-;749.3;0.0;528;-2.5;-4.9;-0.7;81.8
SAE;20200329;212;397;-;747.2;2.5;215;-6.1;-10.8;-2.5;89.4
SAE;20200330;220;399;-;746.4;0.0;71;-11.0;-12.9;-8.6;85.3
SAE;20200331;280;399;-;747.9;0.0;669;-11.8;-13.5;-6.6;45.4
SAE;20200401;279;399;-;747.1;0.0;729;-5.0;-6.8;-3.4;17.1
SAE;20200402;261;399;-;744.4;0.0;454;-6.1;-8.1;-3.5;86.2
SAE;20200403;208;399;-;747.0;0.0;246;-6.9;-8.6;-4.6;86.5
SAE;20200404;286;398;-;752.5;0.0;738;-2.6;-7.2;0.7;36.9
SAE;20200405;289;390;-;754.8;0.0;744;1.5;-0.3;2.8;20.6
SAE;20200406;291;385;-;757.8;0.0;732;1.1;-0.7;3.0;43.3
SAE;20200407;288;382;-;760.8;0.0;735;0.9;-0.9;3.4;59.8
SAE;20200408;290;377;-;759.2;0.0;731;1.1;-0.2;3.1;61.4
SAE;20200409;200;375;-;757.9;0.0;281;0.3;-0.4;2.1;74.4
SAE;20200410;289;375;-;757.8;0.0;720;1.7;-0.3;4.1;66.5
SAE;20200411;295;373;-;757.5;0.0;693;1.6;-0.1;4.3;72.4
SAE;20200412;167;371;-;754.2;0.0;257;1.8;0.0;3.7;62.3
SAE;20200413;218;369;-;750.4;2.8;441;-0.4;-3.0;2.2;80.3
SAE;20200414;311;370;-;750.0;0.0;747;-5.2;-7.4;-0.8;26.0
SAE;20200415;302;365;-;755.1;0.0;765;2.1;-0.8;4.9;30.5
SAE;20200416;281;362;-;755.2;0.0;739;3.4;2.0;5.4;44.7
SAE;20200417;275;360;-;754.0;0.0;604;3.6;2.0;6.7;63.6
SAE;20200418;254;355;-;753.9;0.3;494;3.4;1.5;6.8;81.8
SAE;20200419;237;348;-;751.0;0.1;425;2.9;1.0;5.7;87.6
SAE;20200420;213;340;-;747.9;0.0;195;2.8;1.3;5.1;86.1
SAE;20200421;169;330;-;748.0;0.0;151;3.0;1.2;4.4;77.7
SAE;20200422;329;328;-;751.2;0.0;793;2.4;0.5;5.7;56.6
SAE;20200423;322;310;-;753.6;0.0;748;2.1;0.6;4.0;59.0
SAE;20200424;240;304;-;751.4;1.3;430;1.1;-0.3;2.8;73.8
SAE;20200425;123;302;-;748.0;1.5;71;0.6;-0.7;1.8;93.5
SAE;20200426;196;300;-;747.2;12.9;112;0.8;-0.8;4.3;95.7
SAE;20200427;332;300;-;747.8;0.0;667;1.0;-2.5;4.3;81.4
SAE;20200428;169;300;-;745.3;21.4;79;0.1;-3.3;1.9;97.0
SAE;20200429;152;311;-;745.2;9.9;0;-3.1;-4.2;-2.0;98.9
SAE;20200430;120;310;-;744.3;15.5;0;-2.3;-4.8;-1.0;93.5
SAE;20200501;141;313;-;742.6;-;2;-2.9;-4.7;-0.9;98.0
SBE;20200101;75;74;-;845.8;0.0;327;0.3;-4.2;6.9;50.0
SBE;20200102;69;73;-;845.3;0.0;312;-2.8;-6.2;4.9;70.1
SBE;20200103;38;73;-;841.9;0.0;0;-0.4;-5.4;4.3;63.8
SBE;20200104;72;73;-;842.0;0.0;301;0.7;-1.8;3.3;60.7
SBE;20200105;76;72;-;844.0;0.0;328;-1.2;-3.4;1.2;42.0
SBE;20200106;76;72;-;842.8;0.0;328;-1.6;-7.3;4.2;54.8
SBE;20200107;76;70;-;841.7;0.0;329;1.2;-2.8;4.4;48.3
SBE;20200108;76;70;-;844.3;0.0;312;-0.2;-5.8;7.2;45.2
SBE;20200109;74;70;-;841.1;0.0;326;-0.8;-6.3;6.3;71.2
SBE;20200110;62;70;-;839.3;0.0;151;-2.1;-7.5;1.2;69.0
SBE;20200111;82;70;-;843.6;0.0;334;-1.3;-6.7;1.3;56.5
SBE;20200112;84;70;-;841.9;0.0;337;-0.3;-8.1;7.3;41.0
SBE;20200113;76;68;-;838.7;0.0;307;-2.5;-8.5;3.7;52.4
SBE;20200114;84;68;-;838.6;0.0;334;-5.1;-9.4;0.9;67.9
SBE;20200115;71;68;-;841.5;0.0;204;-4.5;-8.0;1.6;82.6
SBE;20200116;84;68;-;843.4;0.0;341;-1.1;-6.1;2.6;67.5
SBE;20200117;83;68;-;839.0;0.1;284;-3.1;-7.8;1.7;78.1
SBE;20200118;72;68;-;838.3;0.1;168;-3.2;-7.4;-0.4;68.2
SBE;20200119;73;69;-;842.7;0.0;112;-6.7;-8.9;-4.7;63.5
SBE;20200120;91;69;-;850.5;0.0;346;-8.5;-12.2;-2.5;58.9
SBE;20200121;86;69;-;851.3;0.0;320;-4.8;-11.9;4.1;58.2
SBE;20200122;92;69;-;846.8;0.0;349;-0.9;-5.7;6.2;51.5
SBE;20200123;95;69;-;843.8;0.0;351;-0.3;-5.2;7.1;48.7
SBE;20200124;80;69;-;840.2;0.0;246;-1.7;-5.9;4.8;57.9
SBE;20200125;62;69;-;837.6;0.0;41;-3.7;-7.1;1.2;73.5
SBE;20200126;82;70;-;835.2;0.0;202;-3.0;-6.2;2.6;77.5
SBE;20200127;91;68;-;832.7;7.5;295;-2.2;-5.5;1.8;73.1
SBE;20200128;17;78;-;824.5;14.2;0;-3.0;-5.5;-1.7;95.3
SBE;20200129;58;98;-;828.3;0.7;0;-3.9;-5.6;-2.1;84.7
SBE;20200130;103;89;-;834.5;0.0;361;-2.6;-7.2;3.4;73.5
SBE;20200131;98;88;-;835.2;0.0;275;0.4;-5.6;8.0;82.7
SBE;20200201;49;86;-;834.8;0.0;0;-1.0;-4.9;6.8;90.0
SBE;20200202;65;82;-;836.0;0.2;79;2.9;-1.7;10.6;65.6
SBE;20200203;122;80;-;834.9;2.2;278;8.7;0.5;13.5;46.2
SBE;20200204;34;72;-;828.3;4.6;27;-2.5;-6.1;6.3;73.5
SBE;20200205;86;74;-;839.3;0.0;80;-5.0;-6.4;-3.8;56.6
SBE;20200206;101;72;-;841.7;0.0;260;-1.4;-6.1;2.5;31.2
SBE;20200207;121;70;-;840.0;0.0;387;0.9;-5.4;7.0;44.7
SBE;20200208;109;70;-;841.2;0.0;333;-3.3;-7.4;3.0;63.5
SBE;20200209;121;68;-;841.4;0.0;388;-3.2;-8.3;1.3;74.7
SBE;20200210;76;68;-;831.6;1.9;36;0.9;-2.6;6.2;77.2
SBE;20200211;137;70;-;829.1;0.0;248;0.9;-3.2;4.3;52.9
SBE;20200212;129;68;-;834.3;0.0;339;-2.5;-6.0;0.3;43.5
SBE;20200213;118;68;-;833.1;5.0;307;-3.6;-8.7;1.0;58.1
SBE;20200214;146;76;-;836.1;0.0;385;-0.4;-4.1;2.7;63.9
SBE;20200215;130;74;-;842.1;0.0;371;-1.0;-4.7;5.8;55.0
SBE;20200216;100;74;-;842.4;0.0;70;-0.6;-5.1;5.1;65.6
SBE;20200217;93;74;-;839.6;0.1;131;0.1;-4.1;4.7;83.1
SBE;20200218;147;72;-;840.2;0.0;412;-0.5;-3.9;1.8;54.9
SBE;20200219;89;70;-;836.8;0.3;81;-2.8;-5.3;0.9;60.7
SBE;20200220;121;70;-;838.4;0.0;236;-2.0;-5.9;2.9;58.0
SBE;20200221;152;70;-;840.6;0.0;435;0.8;-6.6;3.7;49.2
SBE;20200222;155;70;-;845.2;0.0;438;2.0;-2.1;8.7;56.6
SBE;20200223;120;69;-;842.3;0.0;118;5.8;-1.2;11.5;56.6
SBE;20200224;155;64;-;838.1;0.0;431;4.9;-1.9;10.7;61.8
SBE;20200225;25;60;-;826.8;0.1;0;-0.2;-3.6;1.5;94.8
SBE;20200226;117;60;-;820.0;0.3;141;-3.6;-7.3;0.1;60.3
SBE;20200227;84;61;-;823.9;8.0;128;-6.1;-8.7;-2.6;72.0
SBE;20200228;176;73;-;832.3;0.0;448;-5.2;-7.9;-2.5;55.8
SBE;20200229;62;68;-;829.9;8.2;0;-4.0;-7.6;-0.9;71.5
SBE;20200301;137;74;-;822.4;2.6;214;-1.2;-3.5;3.0;94.9
SBE;20200302;32;72;-;815.2;31.7;0;-3.5;-8.6;0.0;94.2
SBE;20200303;149;113;-;819.6;0.1;196;-3.1;-5.7;-0.3;62.6
SBE;20200304;188;104;-;828.1;0.0;412;-3.9;-6.2;-0.7;63.7
SBE;20200305;49;100;-;823.5;6.2;0;-4.4;-5.9;-3.1;91.7
SBE;20200306;163;108;-;819.0;0.0;285;-2.2;-7.5;2.5;76.1
SBE;20200307;177;103;-;831.3;0.0;304;-3.0;-7.0;0.2;61.5
SBE;20200308;189;95;-;834.6;0.0;381;-1.9;-7.7;3.7;49.3
SBE;20200309;126;91;-;831.2;0.1;1;-1.7;-5.0;0.9;69.9
SBE;20200310;81;89;-;834.2;3.2;0;0.0;-4.2;5.8;73.2
SBE;20200311;206;87;-;837.6;0.0;496;5.6;-1.0;9.7;72.8
SBE;20200312;205;79;-;836.3;0.0;507;2.5;-2.7;10.0;83.9
SBE;20200313;209;73;-;834.2;0.3;508;2.3;-1.1;5.7;72.5
SBE;20200314;84;69;-;834.4;0.1;15;0.0;-2.3;1.9;74.5
SBE;20200315;42;68;-;838.1;0.0;0;-2.2;-5.3;-0.6;87.8
SBE;20200316;219;68;-;841.0;0.0;520;-0.3;-5.0;6.0;78.0
SBE;20200317;216;65;-;845.1;0.0;528;4.1;-4.0;9.5;51.9
SBE;20200318;220;65;-;844.6;0.0;534;4.3;-1.6;9.3;64.0
SBE;20200319;224;63;-;842.3;0.0;538;2.6;-2.2;9.6;74.3
SBE;20200320;181;58;-;838.7;0.0;324;2.3;-2.0;7.8;74.3
SBE;20200321;214;56;-;833.4;3.6;480;3.7;-1.8;8.4;69.5
SBE;20200322;187;52;-;834.9;0.0;376;1.7;-2.1;5.3;84.5
SBE;20200323;192;46;-;837.3;0.0;305;-2.2;-7.8;3.5;65.1
SBE;20200324;236;46;-;836.2;0.0;533;-4.5;-10.0;1.0;58.3
SBE;20200325;91;45;-;831.9;6.5;64;-7.2;-10.5;-4.7;85.6
SBE;20200326;184;60;-;829.0;0.0;221;-4.6;-12.7;2.7;73.3
SBE;20200327;219;50;-;832.0;0.0;435;-0.1;-6.7;4.9;76.5
SBE;20200328;232;48;-;833.0;0.0;411;3.8;-3.9;8.6;64.7
SBE;20200329;181;42;-;831.1;2.9;182;3.0;-1.6;7.0;66.0
SBE;20200330;97;40;-;831.6;1.0;0;-2.6;-4.9;-1.0;77.9
SBE;20200331;270;40;-;834.1;0.0;563;-4.0;-8.4;0.6;57.7
SBE;20200401;259;40;-;833.2;0.0;509;-3.9;-8.1;2.3;73.0
SBE;20200402;266;38;-;829.3;0.0;568;-1.4;-9.1;4.3;62.9
SBE;20200403;269;36;-;831.7;0.0;568;1.8;-1.8;6.0;54.6
SBE;20200404;268;35;-;837.6;0.0;571;1.8;-3.2;8.4;57.0
SBE;20200405;253;29;-;840.9;0.0;477;1.7;-3.0;8.2;73.7
SBE;20200406;272;27;-;843.6;0.0;570;2.2;-3.6;9.7;67.4
SBE;20200407;275;23;-;845.7;0.0;570;4.7;-1.2;11.9;50.7
SBE;20200408;273;19;-;843.9;0.0;572;4.1;-1.9;11.9;60.5
SBE;20200409;274;13;-;841.5;0.0;568;6.3;-1.1;11.9;55.7
SBE;20200410;278;5;-;841.7;0.0;574;5.9;-0.2;13.9;55.6
SBE;20200411;278;0;-;841.3;0.0;575;6.8;1.2;14.3;52.9
SBE;20200412;257;0;-;838.6;0.0;455;6.0;0.1;13.1;51.6
SBE;20200413;266;0;-;834.0;0.0;574;5.6;0.0;12.2;51.8
SBE;20200414;297;0;-;834.0;0.0;580;3.7;-2.3;7.6;44.0
SBE;20200415;287;0;-;840.0;0.0;549;3.2;-2.3;12.5;72.5
